Wall time,Step,Value
1616443205.3381042,43,2.178478717803955
1616443206.0847044,46,2.284883975982666
1616443212.6700294,72,1.8939462900161743
1616443218.5911555,95,1.9075711965560913
1616443233.8804595,159,1.1939988136291504
1616443236.0784907,168,1.331960916519165
1616443251.592045,230,1.7567477226257324
1616443252.8220222,235,1.8561434745788574
1616443257.941701,256,0.9853334426879883
1616443262.270389,274,1.67011296749115
1616443270.8893857,309,1.0988941192626953
1616443271.3645122,311,1.0849248170852661
1616443273.3672554,319,0.9604783654212952
1616443298.5281513,422,1.0789563655853271
1616443308.12851,461,0.8789696097373962
1616443311.8651564,475,0.7947413325309753
1616443327.0769105,537,0.5721703767776489
1616443333.4156733,564,0.7116725444793701
1616443337.2835958,580,0.49045443534851074
1616443339.0848656,587,0.6958659887313843
1616443350.4911451,635,0.5025468468666077
1616443353.7259939,648,0.5216473340988159
1616443357.1444416,662,0.5852309465408325
1616443359.5775363,672,0.5104296803474426
1616443369.961137,715,0.5283095836639404
1616443371.8837986,723,0.47837042808532715
1616443383.9046054,772,0.43859344720840454
1616443387.2164302,786,0.38523247838020325
1616443387.696756,788,0.39391031861305237
1616443391.3864198,803,0.4293031692504883
1616443392.8000271,809,0.4295525550842285
1616443399.4356575,837,0.4601345658302307
1616443425.3025253,946,0.45940130949020386
1616443431.503223,972,0.4352966547012329
1616443431.7273157,973,0.3554389476776123
1616443433.1058195,979,0.3969021737575531
1616443439.1451573,1006,0.4590855538845062
1616443441.3023915,1015,0.3764931559562683
1616443452.4575758,1064,0.43104198575019836
1616443453.153294,1067,0.36935725808143616
1616443459.2436845,1094,0.29647448658943176
1616443461.77797,1105,0.261812299489975
1616443474.5749884,1162,0.31506145000457764
1616443478.873409,1181,0.2867405414581299
1616443496.8568647,1262,0.4141731262207031
1616443509.3312187,1317,0.31060948967933655
1616443509.9558735,1320,0.37464791536331177
1616443513.0629146,1334,0.2848670482635498
1616443513.9461913,1338,0.31939271092414856
1616443524.6700153,1386,0.385521799325943
1616443526.249109,1393,0.25941988825798035
1616443531.1007547,1415,0.2821997106075287
1616443533.7676687,1427,0.2983650267124176
1616443535.9784014,1437,0.3023494482040405
1616443542.3118238,1467,0.34629586338996887
1616443544.5455785,1478,0.28803232312202454
1616443547.4470413,1492,0.27136263251304626
1616443554.3400652,1524,0.29237380623817444
1616443560.7151978,1553,0.2433001548051834
1616443564.198062,1569,0.28541097044944763
1616443567.7245934,1585,0.24898377060890198
1616443572.1794105,1606,0.26430487632751465
1616443579.5318818,1641,0.31028684973716736
1616443590.1045969,1692,0.29801204800605774
1616443593.9061706,1710,0.2843117117881775
1616443595.8476367,1719,0.2612181603908539
1616443598.728741,1733,0.23737148940563202
1616443599.1547854,1735,0.30958253145217896
1616443599.7557158,1738,0.21884946525096893
1616443608.7154505,1782,0.27359962463378906
1616443618.3828218,1827,0.28192389011383057
1616443622.2483723,1845,0.20584091544151306
1616443624.129112,1854,0.2659795880317688
1616443626.9554284,1867,0.2548285126686096
1616443627.5851781,1870,0.247840017080307
1616443629.3001971,1878,0.2688353657722473
1616443637.98046,1918,0.23378010094165802
1616443641.5612535,1935,0.25543585419654846
1616443644.4238966,1948,0.28244441747665405
1616443655.5465627,2002,0.2558179497718811
1616443662.297729,2037,0.2882118821144104
1616443670.257254,2078,0.18993321061134338
1616443673.9230287,2097,0.2553443908691406
1616443691.1317713,2188,0.23951375484466553
1616443693.4054623,2200,0.22653111815452576
1616443695.651734,2212,0.232267364859581
1616443699.4006622,2232,0.2240607887506485
1616443700.3466234,2237,0.26178938150405884
1616443700.5303648,2238,0.28500431776046753
1616443704.293437,2258,0.2614735960960388
1616443705.2705505,2263,0.2167235165834427
1616443714.1098416,2308,0.22444552183151245
1616443716.4596608,2320,0.30607444047927856
1616443723.0603917,2355,0.24405308067798615
1616443729.7226999,2390,0.25048360228538513
1616443729.9001117,2391,0.21459946036338806
1616443730.2494125,2393,0.26737985014915466
1616443738.5364788,2437,0.3319132626056671
1616443741.6779993,2454,0.25276973843574524
1616443742.0520477,2456,0.20677128434181213
1616443742.9655392,2461,0.2630152404308319
1616443747.6185563,2486,0.2574271261692047
1616443747.8008432,2487,0.2591846287250519
1616443749.6669838,2497,0.2834102213382721
1616443750.0410428,2499,0.2507947087287903
1616443750.9577434,2504,0.25055599212646484
1616443756.4211683,2533,0.23895175755023956
1616443759.2752533,2548,0.28452375531196594
1616443760.3956192,2554,0.22748218476772308
1616443785.0854638,2686,0.1765034943819046
1616443795.340326,2741,0.1940879076719284
1616443797.9767091,2755,0.19295662641525269
1616443804.8065612,2790,0.21865761280059814
1616443823.9006658,2897,0.22263744473457336
1616443837.4235387,2968,0.19824965298175812
1616443845.5819,3012,0.28291505575180054
1616443850.6205149,3039,0.1816098839044571
1616443851.1816127,3042,0.2640089988708496
1616443861.8845282,3100,0.27346348762512207
1616443873.8748765,3162,0.21715940535068512
1616443880.415712,3197,0.26240524649620056
1616443887.0489373,3231,0.21556131541728973
1616443889.6797788,3245,0.28725919127464294
1616443890.0505412,3247,0.2740848660469055
1616443890.2370057,3248,0.23443543910980225
1616443901.1067476,3306,0.29822081327438354
1616443914.0512245,3377,0.17350833117961884
1616443920.048064,3409,0.17429204285144806
1616443927.2057128,3450,0.27148187160491943
1616443932.470552,3481,0.21879692375659943
1616443953.090415,3601,0.2379063069820404
1616443956.0963955,3619,0.22808614373207092
1616443956.4375281,3621,0.2259739339351654
1616443964.8403556,3671,0.2107972353696823
1616443974.1840694,3727,0.24389810860157013
1616443976.6968396,3742,0.26008179783821106
1616443985.4903522,3794,0.19811779260635376
1616443989.0780666,3815,0.18469160795211792
1616443989.9477239,3820,0.21138770878314972
1616443990.2766776,3822,0.22346463799476624
1616443997.612608,3865,0.2736224830150604
1616444009.6171622,3929,0.19222190976142883
1616444014.5310938,3957,0.22534818947315216
1616444019.6414835,3985,0.22123973071575165
1616444028.8057284,4037,0.1956985592842102
1616444038.9467447,4099,0.2129727303981781
1616444040.7406428,4110,0.20874744653701782
1616444052.7846963,4183,0.21416501700878143
1616444055.0750048,4197,0.16248048841953278
