Wall time,Step,Value
1610922380.982723,30,1.4259119033813477
1610922382.7087708,33,1.5173192024230957
1610922410.9120255,82,1.1852877140045166
1610922453.4459991,155,1.1060961484909058
1610922489.8531284,217,1.084685206413269
1610922492.7524061,222,1.00749671459198
1610922505.0656223,243,1.2635838985443115
1610922515.678538,261,1.0500789880752563
1610922536.3569942,296,1.0582069158554077
1610922537.5425398,298,1.1737780570983887
1610922542.2593174,306,1.1260225772857666
1610922634.4066296,462,1.1243393421173096
1610922671.0521355,524,0.9676880836486816
1610922696.504072,567,1.13771390914917
1610922700.674831,574,1.0609060525894165
1610922728.9538176,622,1.0942529439926147
1610922736.6474543,635,1.021777629852295
1610922776.1777034,702,1.0505136251449585
1610922780.8342814,710,1.1287833452224731
1610922827.9152932,790,1.174078345298767
1610922831.4412084,796,1.175276517868042
1610922847.9566178,824,1.1097607612609863
1610922927.9116952,959,1.0029646158218384
1610922953.4202504,1002,1.0245962142944336
1610922984.1645238,1054,0.9599722623825073
1610923006.5134492,1092,1.0665225982666016
1610923051.104532,1168,1.127591609954834
1610923097.9963,1249,1.0070682764053345
1610923130.5144465,1304,1.1059805154800415
1610923132.295707,1307,1.1067123413085938
1610923140.5867844,1321,1.0622315406799316
1610923142.9566813,1325,1.114009976387024
1610923171.2513096,1373,0.9819928407669067
1610923175.3997266,1380,1.0056028366088867
1610923201.4093819,1424,1.1198070049285889
1610923219.0725672,1454,0.9919482469558716
1610923269.837493,1540,0.9589147567749023
1610923288.7638698,1572,1.0150240659713745
1610923351.5311353,1679,1.0819573402404785
1610923376.8479257,1722,1.0640335083007812
1610923378.5933025,1725,0.9505318403244019
1610923441.4504473,1832,1.1062188148498535
1610923460.848756,1865,1.128711223602295
1610923484.319472,1905,1.0172733068466187
1610923502.0215623,1935,1.160645604133606
1610923554.6980338,2024,1.123153805732727
1610923590.1003904,2084,1.0328385829925537
1610923650.8894963,2187,1.1084537506103516
1610923688.2254531,2250,1.006943702697754
1610923714.851479,2295,1.0441548824310303
1610923763.1397438,2377,1.1843769550323486
1610923790.9034555,2424,1.0475778579711914
1610923800.9132178,2441,1.0626821517944336
1610923802.0893648,2443,1.0932881832122803
1610923805.0343304,2448,1.0664595365524292
1610923819.8055453,2473,1.1644103527069092
1610923820.3915987,2474,1.0121400356292725
1610923827.4873593,2486,1.0482869148254395
1610923830.420419,2491,1.0849374532699585
1610923847.3917012,2520,1.1404870748519897
1610923937.5213819,2673,1.2865415811538696
1610923969.9940608,2728,1.1126329898834229
1610924103.965218,2955,1.0832340717315674
1610924145.8109791,3026,1.0907286405563354
1610924147.5328977,3029,1.0178972482681274
1610924217.9688294,3149,0.9917031526565552
1610924257.9656856,3218,1.1221935749053955
1610924267.2505674,3234,1.0644268989562988
1610924267.8188906,3235,1.125417947769165
1610924301.5324135,3293,1.0896860361099243
1610924404.193213,3468,1.2288362979888916
1610924486.078332,3606,1.1107996702194214
1610924487.2726064,3608,1.046071171760559
1610924516.7435796,3658,1.077054738998413
1610924558.6729014,3729,1.1008309125900269
1610924601.1327288,3802,1.0543619394302368
1610924605.1521008,3809,0.9772491455078125
1610924667.8993952,3916,1.0509717464447021
1610924684.4347725,3944,1.059143304824829
1610924731.6979945,4024,1.202872633934021
1610924767.7962084,4086,1.0220643281936646
1610924825.5076888,4184,1.0180059671401978
1610924846.4363072,4220,0.8877336978912354
1610924896.1648312,4305,0.9643046855926514
1610924944.874652,4388,1.0988973379135132
1610924999.0358276,4480,1.2720754146575928
1610925009.0536056,4497,1.1881473064422607
1610925100.4242773,4652,1.1300445795059204
1610925102.785747,4656,1.095859169960022
1610925107.5245862,4664,1.1385828256607056
1610925173.5515635,4776,0.9631015658378601
1610925181.7932396,4790,1.1751468181610107
